,Breakout Date,Breakout Price,Symbol,Entry Date,Entry Price,Exit Date,Exit Price,Exit On,Holding Duration,Stop Loss,Stocks Purchased,initial-investment,Profit/Loss,Final amount,Date,Day 1 Total Amount,Day 2 Total Amount,Day 3 Total Amount,Day 4 Total Amount,Day 5 Total Amount,Day 6 Total Amount,Day 7 Total Amount,Day 8 Total Amount,Day 9 Total Amount,Day 10 Total Amount,Day 11 Total Amount,Day 12 Total Amount,Day 13 Total Amount,Day 14 Total Amount,Day 15 Total Amount,Day 16 Total Amount,Day 17 Total Amount,Day 18 Total Amount,Day 19 Total Amount,Day 20 Total Amount,Day 21 Total Amount,Day 22 Total Amount,Day 23 Total Amount,Day 24 Total Amount,Day 25 Total Amount,Day 26 Total Amount,Day 27 Total Amount,Day 28 Total Amount,Day 29 Total Amount,Day 30 Total Amount,Day 31 Total Amount,Day 32 Total Amount,Day 33 Total Amount,Day 34 Total Amount,Day 35 Total Amount,Day 36 Total Amount,Day 37 Total Amount,Day 38 Total Amount,Day 39 Total Amount,Day 40 Total Amount
202,2023-07-13,4625.5,NAUKRI.NS,2023-07-19,4679.5,2023-08-14,4445.525,Stop Loss,19,4445.525,5,25000,-1169.875,23830.125,2023-07-13,25000,24866.25,24845.25,24442.75,24669.5,24304,24456.25,24498.5,24538,24881.25,24461.25,24291,26036,25731.5,25177,25054.25,24850.5,23906.5,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125,23830.125
203,2023-05-02,175.6,NTPC.NS,2023-05-08,177.05,2023-07-03,191.25,40th Day,40,168.1975,141,25000,2002.2,27002.2,2023-05-02,25000,24851.95,25000,25352.5,24703.9,24844.9,25056.4,24851.95,24725.05,24471.25,24584.05,24591.1,24703.9,24640.45,24640.45,24894.25,24964.75,24548.8,24626.35,24647.5,24584.05,24767.35,25042.3,25705,25810.75,26219.65,26170.3,26431.15,26360.65,26572.15,26240.8,26473.45,26473.45,26050.45,26360.65,26106.85,26269,26269,26706.1,27002.2
204,2023-06-08,182.05,NTPC.NS,2023-06-14,187.2,2023-08-09,218.7,40th Day,40,177.84,133,25000,4189.5,29189.5,2023-06-08,25000,24933.5,25133,24820.45,25039.9,25039.9,24640.9,24933.5,24694.1,24847.05,24847.05,25259.35,25538.65,25911.05,25824.6,26270.15,25718.2,25578.55,25691.6,25478.8,25093.1,25033.25,24906.9,25019.95,25711.55,25758.1,26050.7,26157.1,26788.85,26915.2,26961.75,28032.4,29142.95,30047.35,29242.7,29375.7,29089.75,29089.75,29036.55,29189.5
205,2023-01-19,151.75,ONGC.NS,2023-01-25,152.45,2023-02-01,144.8275,Stop Loss,5,144.8275,163,25000,-1242.4675,23757.5325,2023-01-19,25000,24217.6,23769.35,23769.35,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325,23757.5325
206,2023-02-16,155.9,ONGC.NS,2023-02-22,153.6,2023-04-25,160.65,40th Day,40,145.92,162,25000,1142.1,26142.1,2023-02-16,25000,25170.1,25226.8,25267.3,24748.9,25194.4,25072.9,25105.3,25745.2,25753.3,25437.4,25356.4,25356.4,24951.4,24829.9,24773.2,24927.1,24789.4,24667.9,24667.9,24870.4,24319.6,24457.3,23963.2,24311.5,24586.9,25008.1,24886.6,24514,25575.1,25882.9,25656.1,25834.3,26061.1,26053,26053,25899.1,25972,26077.3,26142.1
207,2023-06-14,157.85,ONGC.NS,2023-06-20,157.25,2023-08-16,179.05,40th Day,40,149.3875,158,25000,3444.4,28444.4,2023-06-14,25000,25466.1,25268.6,24944.7,24944.7,25094.8,25094.8,25481.9,25892.7,25624.1,25876.9,26287.7,25987.5,25869,26161.3,26643.2,26666.9,26896,26445.7,26524.7,26501,26572.1,27101.4,27172.5,27488.5,27480.6,27172.5,27298.9,28128.4,28073.1,27954.6,27346.3,27543.8,27480.6,27543.8,28104.7,28381.2,28152.1,28278.5,28444.4
208,2023-04-18,2432.5,PIDILITIND.NS,2023-04-24,2421.15,2023-06-19,2673.3,40th Day,40,2300.0925,10,25000,2521.5,27521.5,2023-04-18,25000,24902,24906,24680.5,24981,24986,25428,25440,25509.5,25295.5,25506,25882.5,26453,26661,26292,26230.5,26239.5,26311,26454.5,26140.5,26121.5,26055,26021,26650,26618,26730.5,26867,27304,27113,27174,27029.5,27337,27133,26938,27196,27655,27719.5,27595.5,27765.5,27521.5
209,2023-06-01,2651.55,PIDILITIND.NS,2023-06-07,2654.85,2023-08-02,2626.75,40th Day,40,2522.1075,9,25000,-252.9,24747.1,2023-06-01,25000,24816.4,24640.9,24873.1,25286.2,25344.25,25232.65,25385.65,25166.05,25212.85,25147.6,24833.05,25031.05,24784.45,24698.5,24698.5,24480.25,24249.4,24240.4,24586,24947.35,24622.9,24469,24856,24708.4,24670.15,24717.85,24862.75,25029.25,25279.9,25195.75,25071.55,24970.75,24572.95,24668.35,24531.1,24649,24640.9,24819.55,24747.1
210,2023-06-13,2686.65,PIDILITIND.NS,2023-06-19,2673.3,2023-08-10,2539.635,Stop Loss,38,2539.635,9,25000,-1202.985,23797.015,2023-06-13,25000,25046.8,24981.55,24667,24865,24618.4,24532.45,24532.45,24314.2,24083.35,24074.35,24419.95,24781.3,24456.85,24302.95,24689.95,24542.35,24504.1,24551.8,24696.7,24863.2,25113.85,25029.7,24905.5,24804.7,24406.9,24502.3,24365.05,24482.95,24474.85,24653.5,24581.05,24200.8,24428.5,24435.7,24554.5,24372.7,23797.015,23797.015,23797.015
211,2023-04-18,3153.3,PIIND.NS,2023-04-24,3112.95,2023-06-19,3854,40th Day,40,2957.3025,8,25000,5928.4,30928.4,2023-04-18,25000,24881.2,24664.8,24622,27172.4,27329.2,27502,27506.8,27642,27707.6,27777.2,27677.6,27405.6,27307.2,27062,26916.8,26640.4,26145.6,26290.8,26640.8,27098.4,27447.2,27400.4,27924.8,28098,27872,29030.8,28252.8,27950,28374.8,28792.4,29531.6,29148,29055.6,29990.8,30188,30665.6,30934,31332,30928.4
212,2023-04-28,3384.5,PIIND.NS,2023-05-05,3443.2,2023-05-18,3271.04,Stop Loss,10,3271.04,7,25000,-1205.12,23794.88,2023-04-28,25000,25057.4,25118.3,25031.15,24793.15,24707.05,24492.5,24365.45,24123.6,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88,23794.88
213,2023-06-07,3679.4,PIIND.NS,2023-06-13,3761.45,2023-07-25,3573.3775,Stop Loss,30,3573.3775,6,25000,-1128.435,23871.565,2023-06-07,25000,25358.2,25559.5,25858,25555.3,25711,26266,25628.8,25275.7,25536.1,25459.6,25459.6,25961.8,25601.8,25492.6,25573.6,25555.3,25025.5,24507.1,24373.6,24388,24094.9,24219.4,24551.5,24280.3,24307,24301,24481.3,24218.5,23871.565,23871.565,23871.565,23871.565,23871.565,23871.565,23871.565,23871.565,23871.565,23871.565,23871.565
214,2023-08-02,3684.7,PIIND.NS,2023-08-08,3850.75,2023-08-25,3658.2125,Stop Loss,13,3658.2125,6,25000,-1155.225,23844.775,2023-08-02,25000,25189,25160.2,25001.5,24414.7,24821.2,24882.7,24456.7,24283.3,23962.9,24038.5,23988.7,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775,23844.775
215,2023-03-31,2331.05,RELIANCE.NS,2023-04-10,2324.85,2023-06-06,2479.35,40th Day,40,2208.6075,10,25000,1545,26545,2023-03-31,25000,25115,25218,25306.5,25426,25155,25271.5,25212,25241.5,25331.5,25512,25372.5,25522,25956.5,26162,25952.5,26231.5,26169,26470.5,26547,26717.5,26554.5,26595,26644,26289.5,26144.5,26092,26171,26301.5,26297,26154,26151,26816.5,26957.5,26951,26450.5,26384,26303.5,26524,26545
216,2023-07-03,2615.7,RELIANCE.NS,2023-07-07,2633.6,2023-07-24,2501.92,Stop Loss,12,2501.92,9,25000,-1185.12,23814.88,2023-07-03,25000,25913.05,26179.9,26207.35,25984.6,25963.9,26467.9,26681.65,26874.25,24876.25,24146.35,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88,23814.88
217,2023-07-10,2735.05,RELIANCE.NS,2023-07-14,2740.7,2023-07-21,2603.665,Stop Loss,6,2603.665,9,25000,-1233.315,23766.685,2023-07-10,25000,25504,25717.75,25910.35,23912.35,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685,23766.685
218,2023-03-31,740.2,SBICARD.NS,2023-04-10,739.5,2023-06-06,926.05,40th Day,40,702.525,33,25000,6156.15,31156.15,2023-03-31,25000,24940.6,25079.2,25635.25,25747.45,26008.15,25648.45,25470.25,25754.05,26097.25,26093.95,26211.1,26475.1,26080.75,26400.85,26557.6,26882.65,27016.3,27488.2,27679.6,27796.75,29162.95,29202.55,29997.85,29554,29616.7,29854.3,30017.65,29903.8,29895.55,29945.05,30126.55,30346,30484.6,30859.15,30855.85,30643,30771.7,30949.9,31156.15
219,2023-05-04,796.55,SBICARD.NS,2023-05-10,824.25,2023-07-05,836.45,40th Day,40,783.0375,30,25000,366,25366,2023-05-04,25000,26242,26278,27001,26597.5,26654.5,26870.5,27019,26915.5,26908,26953,27118,27317.5,27443.5,27784,27781,27587.5,27704.5,27866.5,28054,28103.5,27727,28046.5,28007.5,28060,27919,27653.5,27659.5,27436,27086.5,26846.5,26681.5,25985.5,25618,26099.5,26099.5,25688.5,25549,25439.5,25366
220,2023-05-11,865.65,SBICARD.NS,2023-05-17,879.4,2023-07-11,835.43,Stop Loss,39,835.43,28,25000,-1231.16,23768.84,2023-05-11,25000,25201.6,25340.2,25243.6,25236.6,25278.6,25432.6,25618.8,25736.4,26054.2,26051.4,25870.8,25980,26131.2,26306.2,26352.4,26001,26299.2,26262.8,26311.8,26180.2,25932.4,25938,25729.4,25403.2,25179.2,25025.2,24375.6,24032.6,24482,24482,24098.4,23968.2,23866,23797.4,23919.2,23804.4,23780.6,23768.84,23768.84
221,2023-05-30,917.05,SBICARD.NS,2023-06-05,919.8,2023-06-23,873.81,Stop Loss,15,873.81,27,25000,-1241.73,23758.27,2023-05-30,25000,25168.75,25213.3,24874.45,25162,25126.9,25174.15,25047.25,24808.3,24813.7,24612.55,24298,24082,23933.5,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27,23758.27
222,2023-01-12,1315.7,SBILIFE.NS,2023-01-18,1310.65,2023-01-30,1245.1175,Stop Loss,8,1245.1175,19,25000,-1245.1175,23754.8825,2023-01-12,25000,25236.55,24723.55,24710.25,24289.4,23989.2,23852.4,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825,23754.8825
223,2023-06-07,1245.8,SBILIFE.NS,2023-06-13,1243.3,2023-08-08,1349.35,40th Day,40,1181.135,20,25000,2121,27121,2023-06-07,25000,24980,24956,25761,25744,26041,26033,25664,25388,25461,25862,25862,26272,26093,25919,25965,25993,26014,26000,26034,26146,26413,26540,26424,26425,26343,26415,25948,26477,26156,25987,26064,25929,25777,25733,25379,25209,25492,26185,27121
224,2023-06-16,1281.35,SBILIFE.NS,2023-06-22,1276.5,2023-08-18,1282.45,40th Day,40,1212.675,19,25000,113.05,25113.05,2023-06-16,25000,24737.8,24807.15,25188.1,25188.1,25577.6,25407.55,25242.25,25285.95,25312.55,25332.5,25319.2,25351.5,25457.9,25711.55,25832.2,25722,25722.95,25645.05,25713.45,25269.8,25772.35,25467.4,25306.85,25380,25251.75,25107.35,25065.55,24729.25,24567.75,24836.6,25494.95,26384.15,26384.15,26099.15,25665,25391.4,25281.2,25151.05,25113.05
225,2023-03-31,523.75,SBIN.NS,2023-04-10,526.3,2023-06-06,585.35,40th Day,40,499.985,47,25000,2775.35,27775.35,2023-03-31,25000,25272.6,25089.3,25312.55,25831.9,25918.85,25658,25869.5,25791.95,26330.1,26668.5,26882.35,26807.15,27444,27303,27077.4,27523.9,27359.4,27693.1,27218.4,27157.3,27216.05,27436.95,27613.2,27820,27820,27251.3,27295.95,27389.95,27599.1,27650.8,27582.65,27805.9,28228.9,28125.5,27516.85,27653.15,27862.3,27862.3,27775.35
226,2023-07-03,585.45,SBIN.NS,2023-07-07,593.6,2023-08-14,563.92,Stop Loss,27,563.92,42,25000,-1246.56,23753.44,2023-07-03,25000,24958,24787.9,24817.3,24666.1,24613.6,25315,24947.5,25329.7,25690.9,25903,26010.1,25672,25905.1,25963.9,25942.9,26117.2,25766.5,25203.7,24869.8,24147.4,23920.6,24139,24166.3,24162.1,24183.1,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44,23753.44
227,2023-07-19,601.45,SBIN.NS,2023-07-25,609.6,2023-08-04,579.12,Stop Loss,9,579.12,41,25000,-1249.68,23750.32,2023-07-19,25000,25227.55,25284.95,25264.45,25434.6,25092.25,24542.85,24216.9,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32,23750.32
228,2023-03-31,26186.95,SHREECEM.NS,2023-04-10,26000.75,2023-04-20,24700.7125,Stop Loss,8,24700.7125,0,25000,0,25000,2023-03-31,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
229,2023-04-06,1303.85,SHRIRAMFIN.NS,2023-04-13,1296.6,2023-06-09,1417.2,40th Day,40,1231.77,19,25000,2291.4,27291.4,2023-04-06,25000,25470.25,25809.4,26329.05,25812.25,26182.75,26824,27586.85,27081.45,27070.05,25684,25545.3,25426.55,25590.9,25422.75,25974.7,25981.35,26072.55,26286.3,26009.85,25836,25608,25904.4,25940.5,25811.3,25431.3,26267.3,26387.95,26496.25,26653,27131.8,27283.8,26959.85,27159.35,27218.25,26982.65,27133.7,27123.25,27172.65,27291.4
230,2023-02-07,3118.05,SIEMENS.NS,2023-02-13,3129.4,2023-04-13,3326.5,40th Day,40,2972.93,7,25000,1379.7,26379.7,2023-02-07,25000,24968.85,25700,25653.1,25458.85,25472.85,26153.6,25854.7,25893.2,25819.7,25507.5,25820.4,25894.25,25018.55,25239.4,25649.25,26106.35,26189.3,26257.55,25983.85,25864.5,26058.4,25940.8,26127,26139.95,26286.25,26246,26368.85,26428.35,26122.45,26003.1,26375.15,26384.25,26563.45,26552.25,26613.15,26779.4,26520.4,26436.75,26379.7
231,2023-03-08,3287.45,SIEMENS.NS,2023-03-14,3252.9,2023-05-15,3833.4,40th Day,40,3090.255,7,25000,4063.5,29063.5,2023-03-08,25000,25193.9,25076.3,25262.5,25275.45,25421.75,25381.5,25504.35,25563.85,25257.95,25138.6,25510.65,25519.75,25698.95,25687.75,25748.65,25914.9,25655.9,25572.25,25515.2,25607.25,25439.95,25061.95,25128.8,24975.85,25109.9,25549.15,26363.25,26305.85,26376.9,26730.4,27016,27278.15,27670.85,28057.95,27881.9,28230.85,28809.05,29467.05,29063.5
232,2023-04-26,3447.65,SIEMENS.NS,2023-05-03,3540.9,2023-06-27,3706.2,40th Day,40,3363.855,7,25000,1157.1,26157.1,2023-04-26,25000,25262.15,25654.85,26041.95,25865.9,26214.85,26793.05,27451.05,27047.5,27317.7,27452.1,27039.45,26272.6,24011.6,24087.9,24230.7,24624.45,24849.5,24802.6,25131.6,25075.25,24953.8,25082.25,24867.7,25317.45,25791,25829.85,25823.55,25822.5,26354.5,26556.1,26475.6,26765.4,26867.6,27019.5,26829.45,26035.65,25943.6,26109.15,26157.1
233,2023-06-07,3653.9,SIEMENS.NS,2023-06-13,3734.4,2023-08-08,3779.35,40th Day,40,3547.68,6,25000,269.7,25269.7,2023-06-07,25000,25172.8,25103.8,25352.2,25439.8,25570,25407.1,24726.7,24647.8,24789.7,24830.8,24830.8,25192.3,24958.3,24812.8,24853.6,24978.1,24736.3,24478.3,25193.2,25566.7,24963.7,24732.4,24806.2,24803.5,24855.7,24406,24277.3,24763,24750.1,25173.4,25105.6,25739.8,26491.6,25939.3,25507.6,25363.3,25249.6,25598.2,25269.7
234,2023-04-21,2477,SRF.NS,2023-04-27,2495.5,2023-06-12,2370.725,Stop Loss,32,2370.725,10,25000,-1247.75,23752.25,2023-04-21,25000,25447.5,25552.5,25732.5,25568,25342,25506.5,25919,25757.5,25654.5,25572.5,25355,25471.5,24758.5,24331,24408,24631,24753,24544,24780.5,25199,25388.5,25336,25242.5,24830.5,25171,25367,25376,25718.5,25184.5,24342,23752.25,23752.25,23752.25,23752.25,23752.25,23752.25,23752.25,23752.25,23752.25
235,2023-04-28,2540.25,SRF.NS,2023-05-05,2529.7,2023-06-12,2403.215,Stop Loss,27,2403.215,9,25000,-1138.365,23861.635,2023-04-28,25000,25148.05,25519.3,25373.95,25281.25,25207.45,25011.7,25116.55,24474.85,24090.1,24159.4,24360.1,24469.9,24281.8,24494.65,24871.3,25041.85,24994.6,24910.45,24539.65,24846.1,25022.5,25030.6,25338.85,24858.25,24100,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635,23861.635
236,2023-04-06,1012.1,SUNPHARMA.NS,2023-04-13,1003.5,2023-05-15,953.325,Stop Loss,21,953.325,24,25000,-1204.2,23795.8,2023-04-06,25000,24884.8,25031.2,24808,24622,24662.8,24415.6,24256,24226,24404.8,24619.6,24269.2,24042.4,24292,24206.8,24000.4,23894.8,23807.2,23981.2,23860,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8,23795.8
237,2023-05-26,969.9,SUNPHARMA.NS,2023-06-01,987.7,2023-07-27,1134.95,40th Day,40,938.315,25,25000,3681.25,28681.25,2023-05-26,25000,25297.5,25526.25,25652.5,25672.5,24982.5,24906.25,24943.75,25010,24975,25017.5,25107.5,25352.5,25106.25,25105,25065,25093.75,25181.25,25352.5,25352.5,26597.5,26125,26527.5,26425,26370,26200,26432.5,27113.75,27276.25,27198.75,27131.25,27247.5,26986.25,27353.75,27748.75,27736.25,27817.5,27683.75,28107.5,28681.25
238,2023-06-30,1051.6,SUNPHARMA.NS,2023-07-06,1042.5,2023-08-31,1111.6,40th Day,40,990.375,23,25000,1589.3,26589.3,2023-06-30,25000,24843.6,25057.5,25684.25,25833.75,25762.45,25700.35,25807.3,25566.95,25905.05,26268.45,26256.95,26331.7,26208.65,26598.5,27126.35,27209.15,27320.7,27321.85,27133.25,27265.5,27218.35,27720.9,27441.45,27536.9,27479.4,27066.55,27110.25,27326.45,27352.9,27125.2,27182.7,27186.15,26867.6,26743.4,26467.4,26713.5,26589.3,26665.2,26589.3
239,2023-04-24,732.55,TATACONSUM.NS,2023-04-28,763.85,2023-06-23,840.85,40th Day,40,725.6575,32,25000,2464,27464,2023-04-24,25000,25504,25561.6,25372.8,25396.8,25801.6,25804.8,25873.6,25819.2,25806.4,25739.2,25716.8,25460.8,25398.4,25051.2,25072,25198.4,25233.6,25526.4,25827.2,25972.8,25865.6,26113.6,25953.6,26030.4,25915.2,25904,26896,26384,26188.8,26180.8,26793.6,28156.8,28236.8,28164.8,27980.8,28041.6,28081.6,27497.6,27464
240,2023-05-26,789.7,TATACONSUM.NS,2023-06-01,793.65,2023-07-27,850.05,40th Day,40,753.9675,31,25000,1748.4,26748.4,2023-05-26,25000,25074.4,24962.8,24951.95,25912.95,25416.95,25227.85,25220.1,25813.75,27134.35,27211.85,27142.1,26963.85,27022.75,27061.5,26495.75,26463.2,27135.9,26877.05,26877.05,27084.75,27021.2,26918.9,26619.75,26593.4,26227.6,25992,26446.15,26537.6,26354.7,26793.35,26827.45,27016.55,27070.8,27462.95,26819.7,27152.95,27321.9,27487.75,26748.4
241,2023-06-14,862.5,TATACONSUM.NS,2023-06-20,858.9,2023-08-16,840.7,40th Day,40,815.955,29,25000,-527.8,24472.2,2023-06-14,25000,25036.25,24507,24476.55,25105.85,24863.7,24863.7,25058,24998.55,24902.85,24623,24598.35,24256.15,24035.75,24460.6,24546.15,24375.05,24785.4,24817.3,24994.2,25044.95,25411.8,24810.05,25121.8,25279.85,25435,24743.35,25013.05,25011.6,24937.65,24540.35,24318.5,24301.1,24388.1,24667.95,25037.7,24757.85,24362,24588.2,24472.2
242,2023-01-10,412.9,TATAMOTORS.NS,2023-01-16,413,2023-03-14,416.65,40th Day,40,392.35,60,25000,219,25219,2023-01-10,25000,25138,24724,24265,24409,24724,25549,25363,26956,26839,27346,27019,26908,26947,26740,26347,26626,26425,26971,26683,26653,26869,26716,26614,26800,26410,25987,26212,25885,25297,25462,25780,25447,25900,26626,26578,26152,26371,25564,25219
243,2023-01-24,422.15,TATAMOTORS.NS,2023-01-31,452.1,2023-02-22,429.495,Stop Loss,17,429.495,55,25000,-1243.275,23756.725,2023-01-24,25000,24700.25,24598.5,24634.25,24444.5,24084.25,24340,24155.75,24656.25,24392.25,24364.75,24562.75,24422.5,24329,24499.5,24142,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725,23756.725
244,2023-04-06,437.65,TATAMOTORS.NS,2023-04-13,469.5,2023-06-09,562.3,40th Day,40,446.025,53,25000,4918.4,29918.4,2023-04-06,25000,25140.45,25185.5,24994.7,25386.9,25090.1,25302.1,25214.65,25461.1,25641.3,25818.85,25569.75,25752.6,25598.9,25402.8,26643,26809.95,27120,27231.3,27461.85,28251.55,27737.45,27438,27064.35,27938.85,27809,28127,27687.1,27403.55,27594.35,27753.35,27612.9,28010.4,28482.1,28519.2,29067.75,29571.25,30217.85,29780.6,29918.4
245,2023-05-08,500.5,TATAMOTORS.NS,2023-05-12,515.95,2023-07-07,618.2,40th Day,40,490.1525,48,25000,4908,29908,2023-05-08,25000,25715.2,25249.6,24978.4,24640,25432,25314.4,25602.4,25204,24947.2,25120,25264,25136.8,25496.8,25924,25957.6,26454.4,26910.4,27496,27100,27224.8,27313.6,27220,27608.8,27520,27584.8,27404.8,28230.4,28141.6,27563.2,27097.6,27491.2,27743.2,27743.2,28820.8,28592.8,28624,28470.4,29072.8,29908
246,2023-06-01,535.2,TATAMOTORS.NS,2023-06-07,567.95,2023-08-02,622.65,40th Day,40,539.5525,44,25000,2406.8,27406.8,2023-06-01,25000,24637,24751.4,24832.8,24747,25103.4,25022,25081.4,24916.4,25673.2,25591.8,25061.6,24634.8,24995.6,25226.6,25226.6,26214.4,26005.4,26034,25893.2,26445.4,27211,27230.8,27664.2,27354,27318.8,27505.8,27224.2,26942.6,27316.6,27362.8,27543.2,27697.2,28146,28218.6,28333,27963.4,28359.4,28330.8,27406.8
247,2023-06-30,595.55,TATAMOTORS.NS,2023-07-06,600.8,2023-08-31,601,40th Day,40,570.76,41,25000,8.2,25008.2,2023-06-30,25000,25713.4,25731.85,26135.7,25846.65,25813.85,25988.1,25725.7,25463.3,25811.8,25854.85,26022.95,26166.45,26584.65,26652.3,26758.9,26414.5,26783.5,26756.85,25895.85,25744.15,25582.2,25356.7,25266.5,25891.75,25715.45,25451,25268.55,25735.95,25530.95,25615,25807.7,25795.4,25537.1,25416.15,25176.3,25065.6,25260.35,25194.75,25008.2
248,2023-06-08,220.65,TATAPOWER.NS,2023-06-14,224.15,2023-08-09,234.9,40th Day,40,212.9425,111,25000,1193.25,26193.25,2023-06-08,25000,24605.95,24789.1,24889,25088.8,25016.65,24661.45,24350.65,24383.95,24456.1,24456.1,24744.7,24750.25,24611.5,24728.05,25604.95,25427.35,25094.35,25149.85,25238.65,24744.7,24655.9,24927.85,24705.85,24483.85,24334,24250.75,24245.2,24478.3,24705.85,24639.25,26165.5,26393.05,27247.75,26287.6,26254.3,26276.5,25960.15,26082.25,26193.25
249,2023-04-11,107.55,TATASTEEL.NS,2023-04-18,107.6,2023-06-13,111.15,40th Day,40,102.22,232,25000,823.6,25823.6,2023-04-11,25000,25116,25092.8,24663.6,24744.8,24872.4,24826,25011.6,25081.2,25626.4,25487.2,25800.4,25243.6,25452.4,25452.4,25382.8,25220.4,24802.8,25023.2,24953.6,24628.8,24443.2,24315.6,24396.8,24536,24443.2,24362,24721.6,25197.2,24872.4,24582.4,24617.2,25092.8,25417.6,25324.8,25904.8,25823.6,25301.6,25440.8,25823.6
250,2023-06-14,113.8,TATASTEEL.NS,2023-06-20,114.25,2023-08-16,115.95,40th Day,40,108.5375,218,25000,370.6,25370.6,2023-06-14,25000,24923.7,24313.3,23986.3,24040.8,24237,24237,24509.5,24749.3,24596.7,24716.6,24651.2,24422.3,25228.9,25196.2,25098.1,25130.8,25632.2,25763,25512.3,25534.1,25588.6,25512.3,25272.5,26090,26242.6,26209.9,26384.3,26940.2,26951.1,26024.6,25861.1,26035.5,26002.8,25850.2,26297.1,26253.5,26318.9,25850.2,25370.6
251,2023-01-11,3328.7,TCS.NS,2023-01-17,3378.4,2023-03-15,3198.9,40th Day,40,3209.48,7,25000,-1256.5,23743.5,2023-01-11,25000,25081.2,24962.9,24892.9,25255.5,25405.3,25359.45,25228.55,25386.75,24862.1,25209.65,25574,25727.3,25570.85,25659.05,25991.9,26137.15,26114.05,25728,25851.9,25995.75,26257.55,25859.25,25762.3,25508.2,25162.05,25247.8,25154.35,24674.15,24541.15,25051.1,24601.35,24746.25,24954.15,25084,24709.15,24668.2,24324.85,23855.85,23743.5
