Date,Symbol,Week,Close,Next_close_4,20day_avg_movement,25day_avg_movement,30day_avg_movement,35day_avg_movement,40day_avg_movement
2023-06-06,ULTRACEMCO.NS,2023-06-05,8109.55,8198.6,8292.6525,8276.684,8273.426667,8278.574286,8266.61
2023-02-09,BAJAJFINSV.NS,2023-02-06,1400.25,1420.8,1351.93,1337.536,1321.795,1318.522857,1320.47125
2023-04-06,BAJAJFINSV.NS,2023-04-03,1303.95,1341.3,1364.775,1375.312,1385.418333,1395.592857,1405.04125
2023-04-13,BAJAJFINSV.NS,2023-04-10,1341.3,1332.1,1381.5,1390.928,1401.568333,1411.31,1420.29375
2023-04-27,BAJAJFINSV.NS,2023-04-24,1360,1374.45,1424.325,1433.042,1439.995,1451.381429,1459.54375
2023-06-16,BAJAJFINSV.NS,2023-06-12,1508.6,1507.65,1587.775,1595.508,1585.51,1575.127143,1562.41625
2023-07-04,BAJAJFINSV.NS,2023-07-03,1629.5,1597.8,1593.72,1576.488,1558.838333,1548.888571,1545.986486
2023-01-18,WIPRO.NS,2023-01-16,403.2,406.6,404.035,401.452,399.7083333,396.9671429,393.295
2023-04-24,WIPRO.NS,2023-04-24,377.95,385,388.1675,391.432,392.7,392.0971429,390.86375
2023-05-22,WIPRO.NS,2023-05-22,395.75,401.7,394.505,392.678,392.96,393.9228571,396.22125
2023-06-30,WIPRO.NS,2023-06-26,389.15,396.2,403.1075,405.398,407.035,408.0114286,408.0038462
2023-07-14,WIPRO.NS,2023-07-10,405.05,417.65,408.6975,409.732,409.4844828,,
2023-04-12,ADANIENT.NS,2023-04-10,1847.25,1853.85,1886.4275,1986.298,2073.926667,2125.69,2168.51125
2023-05-22,ADANIENT.NS,2023-05-22,2326.1,2544.35,2445.06,2421.57,2417.295,2413.61,2414.28125
2023-01-19,ONGC.NS,2023-01-16,151.75,152.45,148.41,149.574,150.7383333,151.1185714,151.16875
2023-02-16,ONGC.NS,2023-02-13,155.9,153.6,154.19,153.242,153.48,154.3185714,155.04875
2023-06-14,ONGC.NS,2023-06-12,157.85,157.25,162.8425,164.462,166.135,167.22,168.58375
2023-07-12,ONGC.NS,2023-07-10,167.65,166.9,173.775,174.25,174.3566667,174.35,
2023-05-02,NTPC.NS,2023-05-01,175.6,177.05,175.3775,176.434,178.1383333,179.2928571,180.545
2023-06-08,NTPC.NS,2023-06-05,182.05,187.2,189.19,189.222,190.8583333,194.8128571,197.7
2023-07-21,NTPC.NS,2023-07-17,195.1,201.95,217.8775,218.2520833,,,
2023-03-29,JSWSTEEL.NS,2023-03-27,678.9,682.7,722.8175,720.09,716.3983333,714.0885714,712.87125
2023-04-11,JSWSTEEL.NS,2023-04-10,713.6,719.35,720.79,716.256,713.595,713.23,718.42875
2023-06-07,JSWSTEEL.NS,2023-06-05,729.75,756.65,778.0375,781.948,783.8616667,787.3042857,790.09625
2023-01-09,M&M.NS,2023-01-09,1310.35,1328.15,1344.3075,1347.382,1340.256667,1329.715714,1316.4775
2023-01-31,M&M.NS,2023-01-30,1378.75,1376,1324.215,1304.134,1281.006667,1262.178571,1249.39625
2023-05-09,M&M.NS,2023-05-08,1245.45,1285.65,1319.245,1333.434,1341.871667,1355.627143,1378.9025
2023-05-29,M&M.NS,2023-05-29,1330.15,1341.4,1397.185,1421.914,1444.596667,1458.078571,1463.34375
2023-06-05,M&M.NS,2023-06-05,1395.4,1370.65,1429.1575,1454.928,1468.935,1473.401429,1475.21
2023-06-30,M&M.NS,2023-06-26,1453.6,1548.8,1527.4625,1524.826,1530.356667,1531.555714,1535.208974
2023-07-06,M&M.NS,2023-07-03,1548.8,1570.85,1515.97,1524.088,1527.618333,1531.922857,
2023-08-09,M&M.NS,2023-08-07,1534.75,1570.6,,,,,
2023-05-19,LTIM.NS,2023-05-15,4803,4910.55,4956.6525,4984.812,5020.568333,5009.761429,5009.39875
2023-05-25,LTIM.NS,2023-05-22,4910.55,4998.4,4972.1725,5020.914,5008.963333,5013.53,4996.675
2023-06-16,LTIM.NS,2023-06-12,5010.6,5026.05,5062.145,5022.306,5003.45,5015.748571,5031.81625
2023-01-10,TATAMOTORS.NS,2023-01-09,412.9,413,431.86,433.694,432.38,432.15,431.0925
2023-01-24,TATAMOTORS.NS,2023-01-23,422.15,452.1,437.6425,436.268,434.1716667,431.4071429,428.94375
2023-04-06,TATAMOTORS.NS,2023-04-03,437.65,469.5,487.4975,493.7,498.1983333,503.0971429,510.45625
2023-05-08,TATAMOTORS.NS,2023-05-08,500.5,515.95,531.75,538.796,544.32,549.4285714,556.18375
2023-06-01,TATAMOTORS.NS,2023-05-29,535.2,567.95,574.875,584.198,590.09,596.6271429,601.17
2023-06-30,TATAMOTORS.NS,2023-06-26,595.55,600.8,627.465,624.876,622.9783333,621.7142857,619.9
2023-01-16,ADANIGREEN.NS,2023-01-16,2089.8,1975.6,1028.22,925.266,860.435,833.9457143,831.54625
2023-03-15,ADANIGREEN.NS,2023-03-13,740.4,891.05,923.2975,926.576,927.1,921.9242857,920.77
2023-03-21,ADANIGREEN.NS,2023-03-20,891.05,984.9,912.8775,919.106,915.3666667,911.7085714,919.8675
2023-04-10,ADANIGREEN.NS,2023-04-10,899.15,962.55,921.29,919.57,928.4066667,936.7742857,940.7175
2023-05-22,ADANIGREEN.NS,2023-05-22,941.75,963.35,972.5125,969.062,966.4466667,965.4471429,967.84375
2023-07-20,ADANIGREEN.NS,2023-07-17,985,1140.4,1008.91,1000.456,,,
2023-07-25,ADANIGREEN.NS,2023-07-24,1088.05,1093.3,990.3575,986.65,,,
2023-04-12,ADANIPORTS.NS,2023-04-10,657.75,658.4,679.85,687.664,695.3633333,701.7671429,706.39
2023-05-22,ADANIPORTS.NS,2023-05-22,729.7,726.85,738.3675,736.356,735.74,734.3042857,733.91
2023-07-25,ADANIPORTS.NS,2023-07-24,749.25,777.85,802.6525,802.9068182,,,
2023-01-19,COALINDIA.NS,2023-01-16,223.95,226.15,217.045,217.276,218.4583333,218.8,218.19625
2023-03-02,COALINDIA.NS,2023-02-27,222.85,224.8,217.62,219.912,221.6316667,223.55,225.08875
2023-04-03,COALINDIA.NS,2023-04-03,220.15,223.65,232.5575,233.842,234.8333333,235.6714286,234.8925
2023-06-30,COALINDIA.NS,2023-06-26,231,234.6,231.2325,231.65,231.7616667,231.4728571,231.275641
2023-04-11,TATASTEEL.NS,2023-04-10,107.55,107.6,108.135,107.534,107.3633333,107.5642857,107.98125
2023-06-14,TATASTEEL.NS,2023-06-12,113.8,114.25,113.4425,114.284,115.4266667,115.92,116.19125
2023-07-10,TATASTEEL.NS,2023-07-10,115.3,117.15,118.985,118.502,118.3933333,118.6772727,
2023-01-12,HINDZINC.NS,2023-01-09,345.1,361.35,338.8775,335.042,331.0883333,328.0671429,324.7425
2023-08-30,HINDZINC.NS,2023-08-28,319.95,,,,,,
2023-04-18,PIDILITIND.NS,2023-04-17,2432.5,2421.15,2493.2525,2507.13,2527.758333,2544.697143,2562.1925
2023-06-01,PIDILITIND.NS,2023-05-29,2651.55,2654.85,2641.82,2636.988,2640.281667,2638.6,2635.69625
2023-06-13,PIDILITIND.NS,2023-06-12,2686.65,2673.3,2626.215,2632.346,2629.833333,2627.155714,2617.39625
2023-02-07,SIEMENS.NS,2023-02-06,3118.05,3129.4,3233.0125,3244.018,3254.29,3267.012857,3276.91125
2023-03-08,SIEMENS.NS,2023-03-06,3287.45,3252.9,3320.81,3311.322,3331.706667,3373.121429,3429.18
2023-04-26,SIEMENS.NS,2023-04-24,3447.65,3540.9,3649.6625,3633.694,3643.878333,3665.728571,3669.42
2023-06-07,SIEMENS.NS,2023-06-05,3653.9,3734.4,3739.7425,3733.084,3724.246667,3743.715714,3748.66375
2023-08-23,SIEMENS.NS,2023-08-21,3718.35,3865.35,,,,,
2023-01-12,SBILIFE.NS,2023-01-09,1315.7,1310.65,1199.9175,1188.934,1177.128333,1168.388571,1156.1125
2023-06-07,SBILIFE.NS,2023-06-05,1245.8,1243.3,1283.77,1289.966,1292.16,1290.725714,1292.4575
2023-06-16,SBILIFE.NS,2023-06-12,1281.35,1276.5,1297.0925,1297.56,1292.833333,1298.06,1296.64875
2023-04-27,IOC.NS,2023-04-24,80.45,83.3,86.93,87.518,88.26833333,88.8,88.92125
2023-05-16,IOC.NS,2023-05-15,87,87.15,90.6175,90.684,90.9,91.88,92.53625
2023-07-03,IOC.NS,2023-07-03,95.25,99.2,96.86,96.146,95.50666667,94.98,94.63289474
2023-01-24,BAJAJ-AUTO.NS,2023-01-23,3686.5,3818.25,3838.56,3819.374,3812.703333,3818.01,3819.99125
2023-04-03,BAJAJ-AUTO.NS,2023-04-03,3993.75,4177.4,4389.44,4419.144,4438.158333,4462.338571,4496.71625
2023-04-11,BAJAJ-AUTO.NS,2023-04-10,4177.4,4209.25,4446.1,4458.512,4483.343333,4515.144286,4545.7475
2023-05-08,BAJAJ-AUTO.NS,2023-05-08,4549.25,4538.9,4614.2175,4636.146,4634.928333,4634.087143,4658.95375
2023-06-07,BAJAJ-AUTO.NS,2023-06-05,4780.75,4755.95,4717.215,4743.51,4764.043333,4781.492857,4771.93375
2023-07-05,BAJAJ-AUTO.NS,2023-07-03,4890.05,4917.65,4837.2475,4794.578,4767.928333,4748.344286,4744.606944
2023-04-06,GRASIM.NS,2023-04-03,1669.05,1701.1,1726.595,1724.962,1720.843333,1720.465714,1722.77125
2023-06-14,GRASIM.NS,2023-06-12,1779.35,1769.1,1758.92,1771.346,1781.27,1789.708571,1793.17875
2023-01-16,TECHM.NS,2023-01-16,1034.45,1046.5,1043.0875,1059.346,1066.526667,1069.841429,1075.21
2023-02-15,TECHM.NS,2023-02-13,1071.4,1134.45,1105.59,1102.704,1102.538333,1097.894286,1086.59625
2023-03-13,TECHM.NS,2023-03-13,1133.8,1127.15,1082.7225,1066.23,1061.811667,1059.487143,1059.4675
2023-05-19,TECHM.NS,2023-05-15,1072.15,1098.1,1097.1325,1101.612,1110.666667,1119.768571,1134.365
2023-07-14,TECHM.NS,2023-07-10,1228.65,1252.95,1176.685,1182.214,1184.043103,,
2023-08-09,TECHM.NS,2023-08-07,1228,1227.85,,,,,
2023-04-05,HDFCLIFE.NS,2023-04-03,507.75,517.05,539.205,543.286,547.57,552.6357143,556.65375
2023-04-13,HDFCLIFE.NS,2023-04-10,531.85,530.25,546.4775,550.98,556.3216667,560.3871429,563.8875
2023-05-25,HDFCLIFE.NS,2023-05-22,572.05,592.35,608.3875,618.056,626.7533333,631.8985714,634.74375
2023-02-02,BRITANNIA.NS,2023-01-30,4573.05,4594.8,4473.2225,4437.212,4412.551667,4388.275714,4377.12
2023-04-27,BRITANNIA.NS,2023-04-24,4415.85,4587.05,4587.535,4622.442,4673.241667,4725.03,4757.2275
2023-06-07,BRITANNIA.NS,2023-06-05,4893.15,4940.1,5027.06,5041.53,5032.53,5004.954286,4965.92125
2023-06-14,VEDL.NS,2023-06-12,281,282.65,279.895,279.42,278.8833333,273.99,269.405
2023-02-02,GODREJCP.NS,2023-01-30,939.7,940.7,926.55,924.69,929.0666667,933.6528571,937.725
2023-05-25,GODREJCP.NS,2023-05-22,1029.4,1058.35,1054.2,1058.588,1058.865,1058.178571,1055.81375
2023-01-17,DABUR.NS,2023-01-16,556.55,564.4,543.885,541.774,540.1783333,538.11,537.85125
2023-05-26,DABUR.NS,2023-05-22,542.1,556.9,562.495,566.736,569.0116667,569.9385714,570.3
2023-06-14,DABUR.NS,2023-06-12,562.35,572.1,576.5525,575.336,574.9633333,573.5285714,572.49
2023-03-08,ATGL.NS,2023-03-06,861.35,947.2,908.4725,911.4,915.3816667,912.8971429,899.42375
2023-03-31,SHREECEM.NS,2023-03-27,26186.95,26000.75,24622.36,24619.368,24570.08,24638.28571,24723.87875
2023-02-15,HAL.NS,2023-02-13,1241.28,1311.12,1349.028,1339.7848,1345.642667,1354.86,1360.86775
2023-03-01,HAL.NS,2023-02-27,1342.12,1431.62,1357.3945,1367.9484,1373.777333,1385.296857,1396.28125
2023-04-28,HAL.NS,2023-04-24,1460.1,1472.18,1522.6365,1567.0084,1615.726333,1655.814857,1681.92075
2023-05-16,HAL.NS,2023-05-15,1548.38,1549.65,1687.3915,1725.3356,1748.907333,1769.339714,1788.1785
2023-06-02,HAL.NS,2023-05-29,1583.97,1763.7,1872.0925,1882.2428,1888.839333,1895.607143,1897.204
2023-01-11,HINDALCO.NS,2023-01-09,490.95,487.9,462.9975,456.784,449.845,444.4042857,438.89625
2023-03-31,HINDALCO.NS,2023-03-27,405.35,411.45,432.105,427.942,424.5566667,422.6685714,421.95875
2023-04-28,HINDALCO.NS,2023-04-24,436.1,434.25,415.0125,415.656,416.8216667,417.4071429,417.65125
2023-07-13,HINDALCO.NS,2023-07-10,435.2,439.2,453.2675,452.894,453.0433333,,
2023-02-07,VBL.NS,2023-02-06,652.05,642.03,656.927,657.8296,661.1123333,666.7588571,673.1765
2023-05-26,VBL.NS,2023-05-22,850.97,844.5,811.0065,812.1272,814.9376667,815.2508571,814.1945
2023-08-16,VBL.NS,2023-08-14,890.35,906,,,,,
2023-03-17,DLF.NS,2023-03-13,375.25,367.65,391.1125,397.868,403.6433333,411.8557143,419.39
2023-04-05,DLF.NS,2023-04-03,367.05,406.55,422.7725,431.882,438.7966667,444.6442857,450.3025
2023-04-10,DLF.NS,2023-04-10,405.5,415.35,428.3425,436.582,443.0883333,449.0842857,454.445
2023-05-15,DLF.NS,2023-05-15,468.15,471.9,484.965,484.626,484.8066667,487.1914286,488.175
2023-06-19,BANKBARODA.NS,2023-06-19,193.75,192.2,199.295,199.294,198.4083333,197.5557143,196.59875
2023-07-03,BANKBARODA.NS,2023-07-03,199.1,209,198.9375,197.664,196.32,195.57,195.1289474
2023-03-03,INDUSINDBK.NS,2023-02-27,1126.4,1144.8,1045.555,1061.53,1072.03,1080.532857,1091.35625
2023-03-29,INDUSINDBK.NS,2023-03-27,1057.1,1082,1119.6375,1136.05,1154.355,1171.772857,1187.12
2023-05-09,INDUSINDBK.NS,2023-05-08,1140.6,1219.55,1279.12,1286.176,1287.861667,1296.86,1307.1225
2023-05-30,INDUSINDBK.NS,2023-05-29,1293.25,1301.8,1319.6125,1331.482,1339.751667,1351.307143,1358.83375
2023-06-30,INDUSINDBK.NS,2023-06-26,1374.65,1390.2,1395.855,1399.382,1396.58,1397.818571,1397.534615
2023-04-28,EICHERMOT.NS,2023-04-24,3301.1,3355.1,3593.385,3608.486,3601.368333,3593.372857,3590.05375
2023-05-10,EICHERMOT.NS,2023-05-08,3416.75,3633.2,3644.025,3623.396,3611.351667,3594.251429,3548.11
2023-03-28,DRREDDY.NS,2023-03-27,4526.8,4682.8,4870.5225,4829.106,4766.563333,4730.51,4708.84625
2023-04-10,DRREDDY.NS,2023-04-10,4759.65,4852.3,4821.705,4745.954,4709.271667,4690.911429,4688.7375
2023-06-02,DRREDDY.NS,2023-05-29,4610.45,4649.4,4958.8825,4996.878,5039.718333,5102.122857,5171.2825
2023-06-15,DRREDDY.NS,2023-06-12,4803.45,4910.4,5137.54,5193.55,5268.306667,5334.558571,5399.22125
2023-06-30,DRREDDY.NS,2023-06-26,5159.6,5231.8,5360.33,5434.678,5504.208333,5560.068571,5573.325641
2023-08-09,DRREDDY.NS,2023-08-07,5871,5857.85,,,,,
2023-04-12,DIVISLAB.NS,2023-04-10,3212.1,3342.6,3269.6325,3278.422,3312.646667,3340.942857,3358.8725
2023-03-15,BPCL.NS,2023-03-13,330.3,358.55,339.9225,342.772,346.6216667,349.2728571,350.9625
2023-04-19,BPCL.NS,2023-04-17,342,347.5,362.7925,362.762,362.49,363.2585714,364.74375
2023-05-04,BPCL.NS,2023-05-01,368.35,372.15,362.4925,363.568,365.4966667,365.0542857,366.835
2023-08-22,HAVELLS.NS,2023-08-21,1319.25,1315.9,,,,,
2023-03-08,ADANIPOWER.NS,2023-03-06,186.6,204.35,192.5625,192.934,197.1766667,202.97,207.4425
2023-06-07,ADANIPOWER.NS,2023-06-05,274.85,267.8,252.5375,250.712,250.245,252.3742857,255.42875
2023-08-03,ADANIPOWER.NS,2023-07-31,274.85,277.15,,,,,
2023-01-11,INDIGO.NS,2023-01-09,2107.35,2081.25,2077.0775,2035.63,2004.903333,1985.435714,1970.8575
2023-04-17,INDIGO.NS,2023-04-17,1937,1987.65,2168.4825,2194.644,2224.743333,2254.095714,2271.63125
2023-05-02,INDIGO.NS,2023-05-01,2067.4,2199.85,2297.215,2323.814,2335.575,2354.061429,2382.76125
2023-06-02,INDIGO.NS,2023-05-29,2385.75,2447.05,2503.65,2540.73,2565.285,2569.151429,2565.2475
2023-05-25,CIPLA.NS,2023-05-22,945.45,953.05,987.8175,992.68,997.5016667,1003.192857,1012.60875
2023-07-20,CIPLA.NS,2023-07-17,1056.55,1068.5,1218.715,1221.444,,,
2023-04-05,AMBUJACEM.NS,2023-04-03,379.95,396.05,392.31,394.488,399.315,403.6642857,409.74
2023-05-22,AMBUJACEM.NS,2023-05-22,423.9,424.55,446.49,443.652,440.8433333,437.62,435.29875
2023-06-06,AMBUJACEM.NS,2023-06-05,459.15,456.3,438.93,434.658,432.8533333,435.9485714,440.1375
2023-04-21,SRF.NS,2023-04-17,2477,2495.5,2516.92,2516.51,2516.301667,2493.912857,2479.385
2023-04-28,SRF.NS,2023-04-24,2540.25,2529.7,2508.55,2509.892,2484.84,2469.532857,2448.81875
2023-08-02,SRF.NS,2023-07-31,2265.4,2277.95,2312.6375,,,,
2023-08-29,SRF.NS,2023-08-28,2374.35,,,,,,
2023-04-25,ABB.NS,2023-04-24,3336.1,3442.15,3861.4025,3896.432,3943.221667,4000.02,4036.43
2023-05-04,ABB.NS,2023-05-01,3645.35,3815.45,3965.95,4016.144,4070.808333,4100.251429,4137.3625
2023-06-13,ABB.NS,2023-06-12,4319.8,4327.65,4380.535,4367.566,4385.88,4394.228571,4400.13125
2023-03-31,BEL.NS,2023-03-27,97.55,99.9,103.4775,104.392,105.0583333,105.9114286,107.12125
2023-05-03,BEL.NS,2023-05-01,106.35,107.55,110.265,112.098,114.0333333,115.06,115.97
2023-06-05,BEL.NS,2023-06-05,115.65,120.35,122.47,123.37,123.84,124.4671429,124.82375
2023-08-22,BEL.NS,2023-08-21,133.3,134.9,,,,,
2023-03-31,SBICARD.NS,2023-03-27,740.2,739.5,777.475,797.194,812.4433333,825.9814286,837.695
2023-05-04,SBICARD.NS,2023-05-01,796.55,824.25,897.915,902.862,902.74,896.75,889.80375
2023-05-11,SBICARD.NS,2023-05-08,865.65,879.4,909.56,908.074,900.1966667,891.7657143,884.80625
2023-05-30,SBICARD.NS,2023-05-29,917.05,919.8,890.5175,879.778,873.2583333,871.4142857,870.5575
2023-01-20,GAIL.NS,2023-01-16,99,99.15,95.8825,97.446,99.545,100.9971429,101.4475
2023-02-23,GAIL.NS,2023-02-20,98.05,103.4,107.2425,106.926,107.2583333,107.5285714,107.58875
2023-03-06,GAIL.NS,2023-03-06,109.05,110.2,106.57,107.052,107.3866667,107.4328571,107.63125
2023-04-12,GAIL.NS,2023-04-10,108.6,108.25,108.695,108.324,107.8933333,107.4542857,107.31
2023-06-13,GAIL.NS,2023-06-12,107.05,108,107.4625,108.366,109.9583333,110.76,111.37
2023-07-25,GAIL.NS,2023-07-24,116.4,119.1,116.03,115.9863636,,,
2023-08-22,GAIL.NS,2023-08-21,117.05,117.35,,,,,
2023-04-28,BAJAJHLDNG.NS,2023-04-24,6847.95,6814.4,6823.1975,6837.566,6850.523333,6863.68,6881.9575
2023-05-24,BAJAJHLDNG.NS,2023-05-22,6934.45,7078,6946.695,6975.512,7023.398333,7085.041429,7132.55
